"Base License Number","Base Name","DBA","Year","Month","Month Name","Total Dispatched Trips","Total Dispatched Shared Trips","Unique Dispatched Vehicles"
"B02838","THA MAYA CAR SERVICE INC",,"2017","7","July","198","0","11"
"B01057","NEW AMERICAN C/L SVC",,"2023","3","March","887","0","10"
"B00802","BELL CAR SVC INC",,"2018","3","March","7,423","0","28"
"B00037","TRANSP UNLIMITED C/S",,"2016","5","May","11,844","0","49"
"B02207","EASTERN LUXURY, INC.",,"2021","1","January","4","0","4"
"B01196","DIPLO RAD DISP INC",,"2020","12","December","5,788","0","52"
"B00906","OLYMPIA OPERATING CAR SERVICE OF NY CORP.",,"2018","6","June","1,001","0","7"
"B03016","BEST DEAL BLACK INC.",,"2020","9","September","25,381","0","144"
"B03283","NORWOOD CAR & LIMO INC.",,"2021","8","August","1,050","0","6"
"B03020","5J TRANSPORTATION INC.",,"2019","11","November","1,153","0","10"
"B00381","BELL RADIO INC",,"2017","1","January","5,290","0","111"
"B02860","EVERY WHERE LIMO SERVICE INC.",,"2018","3","March","98","0","13"
"B01625","GLOBE CAR SERVICE INC",,"2024","10","October","145","0","2"
"B02331","CHICO EXPRESS LIMO, INC.",,"2021","6","June","1,947","0","8"
"B03246","FASTRIDE LIMO INC.",,"2021","5","May","846","0","6"
"B02728","NEWTOWN PRIVATE CAR SERVICE INC.",,"2015","10","October","5,346","0","24"
"B01970","GRAFE STREET SERVICE CORP.",,"2016","6","June","596","0","13"
"B00625","CENTRAL CAR SERVICES,INC.",,"2016","6","June","7,932","0","41"
"B02677","A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,"2023","4","April","1,191","0","5"
"B02956","W.K.EXPRESS LIMO SERVICE INC",,"2017","7","July","1","0","1"
"B00222","REYNO CAR SVC, INC.",,"2020","9","September","850","0","8"
"B03202","JUPITER SELECT LLC",,"2020","7","July","242","0","5"
"B01239","BEST DEAL PVT C/S INC","BEST DEAL DOMINICAN C/S INC","2020","9","September","21,322","0","126"
"B01386","FENIX PREMIUM CORP.",,"2017","8","August","6,097","0","30"
"B01351","HADERECH CAR SERVICE INC",,"2016","5","May","285","0","3"
"B02288","SAFARI TRANSPORTATION INC.",,"2017","12","December","92","0","4"
"B01065","EL BARRIO'S CAR SERVICE LLC",,"2017","5","May","14,369","0","88"
"B01779","APEX CAR & LIMO SVCE INC",,"2018","3","March","470","0","24"
"B01346","ARECIBO C/S INC",,"2025","3","March","11,401","0","163"
"B01559","MUNKACS CAR SVC LTD",,"2017","6","June","5,416","0","17"
"B01146","CHURCH AVE C/S INC",,"2017","1","January","14,941","0","59"
"B03419","M'S BLACK CAR INC",,"2023","12","December","165","0","26"
"B03349","RIDGEWAY TRANSIT INC",,"2023","9","September","598","0","13"
"B02671","COMMUNITY CAR SERVICE PRISCILLA CORP",,"2016","10","October","9,875","0","52"
"B02229","NEW FAT INC.","TRIPP","2021","4","April","675","0","7"
"B02797","CJ LIMOUSINE LLC",,"2024","5","May","137","0","12"
"B02429","SEAGULL RIDE CORP",,"2018","2","February","2,128","0","8"
"B02531","CLEAN AIR CAR SERVICE AND PARKING CORP.",,"2017","8","August","5,315","0","41"
"B02103","A & S LIMOUSINE SERVICE CORP",,"2020","6","June","730","0","6"
"B01928","DISCOVER LIMO INC","INFINITY LIMO","2024","6","June","33","0","7"
"B00911","RIVERSIDE PLUS RADIO DISPATCH, INC.","NEW WEBSTER CAR & LIMO SERVICE","2019","5","May","8,909","0","46"
"B02987","7 WAYS TRANSPORTATION CORP.",,"2024","5","May","7,135","0","173"
"B02460","CABOT LIMO NY CORP.",,"2015","11","November","943","0","22"
"B01048","HILLSIDE 24 HOURS RADIO DISPATCH INC",,"2018","1","January","1,196","0","6"
"B00171","CURB TRANSPORTATION SERVICES LLC.",,"2018","7","July","497","0","3"
"B00014","NY ONE CORP CAR INC",,"2017","10","October","7,203","0","146"
"B02461","NEW HEAVEN RADIO DISPATCH CORP",,"2022","11","November","4,040","0","36"
"B03051","VILLE DE LA LIBERTE CHAUFFEUR INC",,"2022","2","February","1,638","0","13"
"B01764","QUICK RIDE CORP.",,"2018","5","May","258","0","3"
"B02971","ULTRA BLACK CAR TRANSPORTATION, CORP.",,"2023","8","August","196","0","76"
"B02563","FENIX XL CAR AND LIMO SERVICE CORP.",,"2026","3","March","19,217","0","110"
"B03051","VILLE DE LA LIBERTE CHAUFFEUR INC",,"2023","8","August","1,166","0","11"
"B02101","EXEC TRANSPORT INC","EAST COAST WORLDWIDE LIMOUSINE","2023","12","December","278","0","21"
"B00972","N.J.M.INC.","MID ISLAND CAR SVCE","2017","11","November","3,525","0","12"
"B02107","APOLLO RADIO DISPATCH INC.",,"2021","1","January","3,982","0","39"
"B02293","XPRESS TRANSPORT & MULTI SERVICE INC.",,"2018","3","March","478","0","5"
"B02522","CHAUFFEURED EXECUTIVE TRANSPORTATION LLC",,"2020","12","December","11","0","1"
"B03335","ADARA NEMT CORP",,"2024","4","April","233","0","4"
"B03038","SOUTH BRONX TRANSPORTATION,INC.",,"2024","6","June","975","0","27"
"B02463","MORENITA EXPRESS CAR SERVICE INC.",,"2017","3","March","996","0","8"
"B00254","XYZ TWO WAY RADIO",,"2021","11","November","6,789","0","113"
"UBER","UBER","UBER","2020","12","December","8,486,423","0","43,285"
"B02342","QUEST INTERNATIONAL LIMOUSINE, INC.",,"2026","4","April","72","0","8"
"B03015","TRI-COUNTY BLACK CARS INC",,"2024","9","September","8,924","0","52"
"B02423","77 EXPRESS CAR & LIMO SERVICE, INC.",,"2016","4","April","689","0","2"
"B02546","X RADIO DISPATCHER INC.",,"2026","2","February","5,058","0","52"
"B01482","SHORE TRANSPORTATION INC","SEASIDE CAR SERVICE","2020","2","February","1,405","0","6"
"B01196","DIPLO RAD DISP INC",,"2017","4","April","16,128","0","125"
"B01196","DIPLO RAD DISP INC",,"2024","12","December","21,595","0","221"
"B00013","LOVE CORPORATE CAR INC",,"2023","11","November","1,176","0","201"
"B00337","KEW GARDENS ENTERPRISES INC.",,"2019","7","July","1,920","0","7"
"B01183","ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.",,"2018","8","August","1,021","0","26"
"B02093","V.J. CAR & LIMO SVC INC.",,"2018","7","July","765","0","2"
"B02811","M.L TRIPS CORP.",,"2017","6","June","905","0","34"
"B02461","NEW HEAVEN RADIO DISPATCH CORP",,"2017","8","August","5,425","0","71"
"B02245","OCEANA CAR AND LIMO",,"2022","1","January","1,362","0","5"
"B03266","HOYT LIMO & SERVICE CORP.",,"2022","2","February","8,101","0","42"
"b00906","OLYMPIA OPERATING CAR SERVICE OF NY CORP.",,"2016","5","May","2,332","0","13"
"B02817","ANYTIME FORSYTH TRANSPORT CORP",,"2023","12","December","363","0","4"
"B03040","ZYT EXPRESS CORP.",,"2020","1","January","935","0","9"
"B02846","DLS TRANSPORTATION CORP.",,"2016","5","May","118","0","4"
"B02003","AVALON CORPORATE CAR,INC.",,"2020","4","April","1,944","0","24"
"B03104","GCC TRANSPORTATION LLC.",,"2024","5","May","1,616","0","4"
"B01196","DIPLO RAD DISP INC",,"2019","5","May","13,814","0","79"
"B03104","GCC TRANSPORTATION LLC.",,"2020","4","April","318","0","7"
"B01336","BAY EXPRESS CORP.",,"2019","2","February","2,438","0","20"
"B01315","V.I.T. CAR SERVICE, INC.",,"2016","7","July","37,557","0","155"
"B00706","VIC & BAY CAR SERVICE, INC","DEJOY'S RED TOP","2020","2","February","13,553","0","32"
"B02536","SEAGULL RIDE CORP",,"2019","4","April","3,051","0","10"
"B00693","BUSHWICK CAR SVCE INC",,"2019","3","March","544","0","3"
"B00248","YELLOWSTONE TRANSPORTATION INC.","YES CAR SERVICE","2017","2","February","19,149","0","105"
"B00183","KEW GARDEN OPERATING CORP",,"2017","4","April","1,276","0","18"
"B01413","SFL INC",,"2016","6","June","1,096","0","42"
"B02144","SILVER STAR LIMOUSINES, INC.",,"2020","10","October","182","0","4"
"B00692","CHEERS DISPATCH,INC.","SEVENTH AVE CAR SERVICE","2020","8","August","1,925","0","7"
"B02687","ECO RIDE INC.","ELECTRIC BLUE CAR SERVICE","2025","5","May","998","0","8"
"B03038","SOUTH BRONX TRANSPORTATION,INC.",,"2025","12","December","2,353","0","30"
"B00208","ERNEST SCHWARZ INC",,"2019","8","August","91","0","4"
"B03064","AP LUXURY LIMOUSINE INC",,"2019","6","June","298","0","16"
"B01336","BAY EXPRESS CORP.",,"2016","2","February","4,659","0","26"
"B02127","CONTINENTAL RIDE, INC.","I + I TRANSPORTATION","2016","5","May","114","0","8"
"b00906","OLYMPIA OPERATING CAR SERVICE OF NY CORP.",,"2016","10","October","1,829","0","8"
"B00475","RIDGE TRANSPORTATION CORP.",,"2015","6","June","3,532","0","25"
"B01871","ALPINE LIMOUSINE SERVICE, INC.",,"2025","12","December","22","0","16"
"B02339","SEDANZ INC.",,"2021","6","June","191","0","19"
"B03380","ELECTRIC PEPPERS LLC",,"2022","5","May","27,628","0","125"
"B01128","PAK-EAGLE INC.","JEWEL CAR SERVICE","2019","8","August","676","0","3"
"B00039","BERMUDA LIMOUSINE SERVICE INC.",,"2019","1","January","824","0","35"
"B02352","SUPER FAST LIMOUSINE SERVICE, INC.",,"2016","12","December","4,933","0","24"
"B00821","ATLANTIC CAR SVCE",,"2020","9","September","12,952","0","84"
"B00131","NEW MEXICANA CAR SERVICE II INC.","AZTECA EXPRESS","2018","4","April","1,954","0","9"
"B02724","PRIME TIME LIMOUSINE INC.","PRIME TIME GLOBAL","2017","1","January","249","0","21"
"B03160","CURB TRANSPORTATION SERVICES,LLC","CURB MOBILITY-CURB TRANS","2020","9","September","29,283","0","501"
"B02191","US LIMO SYSTEM INC",,"2020","3","March","100","0","12"
"B00559","7 OCEAN EXPRESS INC.",,"2025","6","June","1,247","0","5"
"B02998","GENESIS LUXURY TRANSPORTATION CORP.",,"2019","2","February","4,421","0","31"
"B03194","SUNNY DAY TRANSPORTATION,CORP","SUN LIGHT CAR AND LIMO","2024","4","April","1,009","0","17"
"B03412","ALTUS TRANSIT CORP",,"2026","1","January","501","0","8"
"B01386","FENIX PREMIUM CORP.",,"2019","2","February","3,139","0","15"
"B01306","R N D TRANSPORTATION, INC.","MALONES CAR SVCE","2021","7","July","31","0","1"
"B00975","T.J.Q. CAR SERVICE, INC.","QUALITY CAR SVCE","2017","8","August","1,344","0","11"
"B03092","USA LIMOUSINE SERVICE CORP","VPZ EXECUTIVE LIMO","2025","2","February","499","0","12"
"B03366","DESHI TRANSPORTATION INC.","MANZIL","2022","2","February","12","0","2"
"B03669","ACCESSIBLE TRANSIT LLC",,"2026","4","April","646","0","7"
"B00860","SEAMAN RADIO DISPATCHERS INC",,"2022","9","September","4,469","0","35"
"B01742","AVALON TRANSPORTATION, LLC",,"2025","10","October","375","0","12"
"B02912","FIRST CLASS LUXURY INC",,"2019","2","February","1,305","0","11"
"B00536","WINTHROP HOLDING OF NEW YORK, INC",,"2019","11","November","2,370","0","11"
"B00900","BIG Q CAR SVC. INC.",,"2024","10","October","8,523","0","48"
"B02536","SEAGULL RIDE CORP",,"2019","5","May","3,018","0","10"
"B01721","W.K. CAR & LIMO SERVICE INC",,"2022","12","December","825","0","7"
"B00095","LIBERTY CAR SERVICE INC.",,"2016","2","February","18,383","0","76"
"B03046","BEL-LINDA, INC","ISLANDER TRANS","2022","3","March","3,856","0","19"
"B01745","AZUAY CORPORATION","CARIBE CAR SERVICE","2019","6","June","2,017","0","11"
"B01194","440 CAR SERVICE INC.",,"2019","3","March","1,821","0","11"
"B00472","FARRELL'S LEASING CO.",,"2018","11","November","1,046","0","42"
"b00965","BEN JEVO MGT. INC.","NEWPORT CAR SERVICE","2015","8","August","9,995","0","26"
"B02517","LOS PAISANOS LUXURY C/S INC.",,"2023","5","May","850","0","6"
"B03335","ADARA NEMT CORP",,"2022","6","June","862","0","8"
"B03206","KIDMOTO TECHNOLOGIES LLC",,"2022","10","October","121","0","16"
"B03034","PURPLE HEART TRANSPORATATION INC.",,"2018","10","October","4,960","0","10"
"B00385","DELINCE CAR LIVERY SERVICE CORP.","WHITE TOP CAR SERVICE","2015","11","November","213","0","37"
"B01600","R & N CAR SERVICE INC.","EVERYWHERE CAR SERVICE","2019","11","November","318","0","16"
"B02902","NY CAR & LIMO SERVICES INC.",,"2023","12","December","1,188","0","17"
"B00280","FLEET RADIO DISPATCH CORP.","MINUTEMEN","2023","9","September","583","0","121"
"B02898","SANO CAR LLC",,"2017","8","August","3,132","0","32"
"B00013","LOVE CORPORATE CAR INC",,"2021","9","September","494","0","157"
"B03047","STS LUXURY, INC",,"2020","11","November","1,988","0","34"
"B02342","QUEST INTERNATIONAL LIMOUSINE, INC.",,"2023","4","April","97","0","10"
"B03055","EXPLORER EXPRESS INC",,"2024","6","June","600","0","11"
"B01623","JAMAICA EXPRESS CAR SERVICE INC.","SUNSHINE CAR SERVICE","2018","1","January","1,954","0","7"
"B00277","ALL CITY CORP TRANS INC",,"2022","3","March","1,210","0","144"
"B02163","JUNIORS EXPRESS CAR SERVICE INC.",,"2022","1","January","1,209","0","10"
"B00310","WATSON CAR SERVICE INC.",,"2021","12","December","20,206","0","106"
"B02971","ULTRA BLACK CAR TRANSPORTATION, CORP.",,"2025","2","February","400","0","45"
"B00448","DIAL CAR INC.",,"2025","2","February","3,360","0","107"
"B01386","FENIX PREMIUM CORP.",,"2017","3","March","15,494","0","49"
"B02437","EXCELLENT CAR & LIMO SERVICE, INC.",,"2015","11","November","42,577","0","199"
"B00271","UTOG 2-WAY RADIO INC","UTOG CORPORATE CAR SERVICE","2017","5","May","12,316","0","208"
"B03047","STS LUXURY, INC",,"2020","9","September","3,088","0","45"
"B02127","CONTINENTAL RIDE, INC.","I + I TRANSPORTATION","2021","1","January","22","0","3"
"B00054","128 BLUE BIRD TRANSPORT INC.","LATCH CAR SERVICE","2019","12","December","629","0","4"
"B02794","ASAP LUXE INC",,"2015","8","August","584","0","4"
"B02546","X RADIO DISPATCHER INC.",,"2025","4","April","6,807","0","59"
"B02016","PLANET LIMOUSINE LLC",,"2019","8","August","1,237","0","38"
"B01066","DOMINICANA RAD DISP INC",,"2024","4","April","692","0","13"
"B02671","COMMUNITY CAR SERVICE PRISCILLA CORP",,"2023","6","June","2,615","0","9"
"B02627","A PEGASUS LIMOUSINE CORP.","APL LIMO","2019","6","June","109","0","7"
"B01259","THE NEW BROOKLYN C/S INC",,"2023","4","April","1,542","0","9"
"B02849","BROOKLYN RIDES CORP",,"2026","3","March","2,769","0","336"
"B00856","BEE-BEE CAR SERVICE INC.",,"2023","10","October","64,532","0","315"
"B00149","RAINBOW RAD DISP INC",,"2018","10","October","734","0","6"
"B01470","AGUILA CAR & LIMO CORPORATION","VELOTAX CAR SERVICE","2016","3","March","4,340","0","28"
"B01553","CITY LINE CAR SERVICE INC",,"2018","4","April","8,796","0","41"
"B01340","UNICAR COMPANY INC",,"2023","8","August","5,924","0","29"
"B01326","DEBORAH C/L SVC INC",,"2018","6","June","2,625","0","60"
"B01800","EMPIRE INTERNATIONAL LTD.",,"2021","8","August","1,506","0","113"
"B02573","SUNSET PARK CAR SERVICE INC",,"2017","8","August","2,773","0","14"
"B02093","V.J. CAR & LIMO SVC INC.",,"2023","3","March","218","0","3"
"B02917","C & A BLACK CAR CORP.",,"2017","7","July","170","0","25"
"B02342","QUEST INTERNATIONAL LIMOUSINE, INC.",,"2018","7","July","403","0","17"
"B00623","MANHATTAN INT'L LIMO NETWORK LLC",,"2026","4","April","129","0","6"
"B03315","BRISK CAR SERVICE INC.",,"2024","10","October","2,677","0","22"
"B01876","QUALITY EXECUTIVE LIMOUSINE L.L.C",,"2019","10","October","18","0","3"
"B03341","STANDARDLUX INC.",,"2021","12","December","161","0","2"
"B01469","BROTHERS CAR SERVICE, INC.",,"2024","1","January","2,007","0","20"
"B01711","FLUSHING LIMO TRANSP CORP",,"2017","7","July","5,326","0","23"
"B02152","KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.","2018","4","April","358","0","14"
"B03258","CHERRY TRANSPORTATION NY INC.",,"2025","5","May","511","0","14"
"B01432","TOVAR TRANSPORTATION INC",,"2019","5","May","2,679","0","12"
"B00448","DIAL CAR INC.",,"2018","9","September","5,722","0","155"
"B01413","SFL INC",,"2021","12","December","904","0","32"
"B02655","LONG ISLAND CITY CAR AND LIMO INC.","A2B CORPORATE SEDAN","2022","6","June","816","0","18"
"B01413","SFL INC",,"2022","1","January","615","0","31"
"B02723","CHARLIE BLACK CAR INC.",,"2016","11","November","7,069","0","102"
"B01091","A & R GOLDEN EXP INC",,"2017","6","June","3,784","0","6"
"B01346","ARECIBO C/S INC",,"2026","2","February","2,590","0","26"
"B02285","VALERA GLOBAL, INC.",,"2021","10","October","1,891","0","34"
"B01469","BROTHERS CAR SERVICE, INC.",,"2022","5","May","5,505","0","31"
"B00965","BEN JEVO MGT. INC.","NEWPORT CAR SERVICE","2018","1","January","12,878","0","63"
"B02517","LOS PAISANOS LUXURY C/S INC.",,"2023","9","September","258","0","6"
"B02491","CALL THREES LLC",,"2015","11","November","1,762","0","9"
"B03243","CAPRICE CAR SERVICE NO.2,INC",,"2019","8","August","2,004","0","13"
"B02728","NEWTOWN PRIVATE CAR SERVICE INC.",,"2025","12","December","512","0","3"
"B01183","ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.",,"2018","3","March","1,528","0","35"
"B00254","XYZ TWO WAY RADIO",,"2021","12","December","6,478","0","113"
"B03399","BLACKLANE NORTH AMERICA INC",,"2024","12","December","13,101","0","639"
"B01593","NOVAK GLOBAL, INC.","SKYWAY CAR SERVICE","2022","11","November","183","0","1"
"B02671","COMMUNITY CAR SERVICE PRISCILLA CORP",,"2022","9","September","2,478","0","9"
"B02594","FENIX MOBILE DISPATCHERS LTD",,"2016","11","November","1,886","0","7"
"B03387","SHALOM EXPRESS CORP",,"2022","5","May","402","0","2"
"B02334","GROUND TRAVEL SERVICES II, LTD.","GTS","2018","9","September","414","0","11"
"B02535","LFS LIMO CORP.",,"2018","5","May","56","0","12"
"B02101","EXEC TRANSPORT INC","EAST COAST WORLDWIDE LIMOUSINE","2019","8","August","4,817","0","177"
"B01469","BROTHERS CAR SERVICE, INC.",,"2017","9","September","5,546","0","51"
"B01367","ROYAL DISPATCH SERVICES, INC.","EXECUTIVE CARS","2025","6","June","415","0","161"
"B02253","CRESTWOOD CAR & LIMO SVC,LTD",,"2018","10","October","288","0","6"
"B02881","DIANE CAR AND LIMO SERVICE LLC",,"2025","12","December","2,287","0","13"
"B03308","B.S.Z. LUXURY BLACK CAR INC.",,"2023","11","November","144","0","30"
"B02643","LORY CAR SERVICE CORP.",,"2017","9","September","517","0","9"
"B00227","PARK WEST EXEC. SERVICES, INC.","TOWN CARS","2015","6","June","12,260","0","215"
"B02803","OUTSIDE'S CAR SERVICE INC.",,"2018","2","February","6,533","0","51"
"B03284","MYLE WORLDWIDE INC",,"2025","3","March","25,757","0","464"
"B00477","INTA-BORO ACRES INC",,"2017","7","July","8,393","0","164"
"B00013","LOVE CORPORATE CAR INC",,"2025","3","March","852","0","163"
"B01843","VINCENT'S LIMOUSINE SERVICE OF NEW YORK, INC.","VINCENT LIMOUSINE","2016","3","March","1,276","0","42"
"B01288","NEW ELEGANTE CAR SERVICE INC","KARR","2025","6","June","29,645","0","199"
"B02760","VISMAR RADIO DISPATCH INC.",,"2019","6","June","133","0","3"
"B01417","NESHER EXPRESS CAR SERVICE 2 INC.",,"2018","10","October","1,244","0","11"
"B00272","BIG APPLE CAR INC",,"2018","7","July","2,380","0","86"
"B02531","CLEAN AIR CAR SERVICE AND PARKING CORP.",,"2018","1","January","5,149","0","36"
"B00160","JAFFA CAR & LIMO SVC INC",,"2016","4","April","3,941","0","21"
"B02200","BCL NETWORK LLC",,"2017","5","May","297","0","23"
"B00821","ATLANTIC CAR SVCE",,"2023","6","June","8,639","0","48"
"b01244","MASADA II C/L SVC INC",,"2017","1","January","1,534","0","7"
"B01726","SUPER CLASS RADIO DISP INC",,"2020","8","August","12,178","0","79"
"B01312","BROOKLYN RADIO DISPATCHER INC",,"2022","9","September","23,562","0","212"
"B01979","DREAMLAND CAR & LIMO.SVC INC.",,"2015","11","November","30","0","8"
"B01452","AREAS TRANSP INC",,"2018","7","July","3,658","0","12"
"B02594","FENIX MOBILE DISPATCHERS LTD",,"2017","4","April","1,180","0","8"
"B01536","FIRST CLASS C/L SVC CORP",,"2020","6","June","9,187","0","62"
"B02868","CHA CHA TRANSPORTATION CORP",,"2024","8","August","1,565","0","12"
"B00013","LOVE CORPORATE CAR INC",,"2024","7","July","852","0","161"
"B02287","ROAD NEW YORK ENTERPRISES INC.","DAI-ICHI LIMOUSINE","2020","5","May","36","0","4"
"B01710","79 MASADA III, INC.","MASADA III","2025","2","February","10,843","0","51"
"B03041","PUEBLA CITY INC.",,"2021","3","March","2,732","0","12"
"B03174","NEW HEAVEN LUXURY INC",,"2019","8","August","101","0","2"
"B01482","SHORE TRANSPORTATION INC","SEASIDE CAR SERVICE","2020","12","December","764","0","5"
"B03268","NEZA EXPRESS INC.",,"2022","6","June","635","0","4"
"B02852","OP CAR SERVICE INC.",,"2018","7","July","794","0","5"
"B00235","ARISTACAR & LIMOUSINE, LTD.",,"2020","3","March","456","0","17"
"B00290","ZPI CORPORATION","NATIONAL HIGH CLASS","2022","1","January","248","0","3"
"B00255","CAUTIOUS CARS INC.",,"2017","12","December","426","0","19"
"B01811","IVOIRE LIMO INC.",,"2015","1","January","8,742","0","54"
"B01667","NEW GOLDEN HORSE C/L SVC,INC.",,"2018","9","September","29,928","0","165"
"B02426","TRISTAR SERVICES (US) INC.","TRISTAR WORLDWIDE CHAUFFEURED SERVICES","2017","3","March","1,364","0","27"
"B02891","GLIDE LUXURY TRANSPORTATION, INC",,"2017","9","September","175","0","5"
"B00811","LLAMA LIMO C/S CORP","METROGREEN CAR SERVICE","2019","1","January","1,767","0","32"
"B02838","THA MAYA CAR SERVICE INC",,"2017","1","January","392","0","14"
"B03291","TRACY LUXURY CORP.",,"2023","4","April","78","0","3"
"B02841","SKYWAY EXECUTIVE SERVICE, INC",,"2017","2","February","421","0","17"
"B03033","FLEX EXPRESS CORP.",,"2019","12","December","4,321","0","27"
"B01392","NEW AMERICAN CLASS L/C SERVICE CORP.",,"2017","9","September","1,709","0","14"
"B02913","DAT TRANSPORTATION INC.",,"2016","5","May","1,979","0","8"
